Name,OAID#link#multi,Affiliation#sortquan,City#sortquan,Region#sortquan,Country#sortquan,Latitude#hidden,Longitude#hidden,Collaborators#multi#link#sortquan,Scope#multi#sortquan,Number of Collaborators#number,OA concepts#multi#sortquan,Publications#hidden,Citedness#number,H Index#number,Publication Dates#multi#sortquan,Relevant Publications#number,#img,#netvis
Giovanni Nigro,https://openalex.org/A4354281650,University of L'Aquila,L’Aquila,,Italy,42.367363,13.351896,https://openalex.org/A2345751025|https://openalex.org/A2346061845|https://openalex.org/A2346177509|https://openalex.org/A2722683445|https://openalex.org/A2346783597,aqueducts && water,5,Serotype|Salmonella enterica|Virology|Bacteria|Typhoid fever|Biology|Genetics|Biochemistry|Salmonella typhi|Gene|Escherichia coli|Salmonella|Medicine|Veterinary medicine,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4354281650"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,31,2016,1,IT,354e50a13f67332255cd00c5c5c28a8cab8c59abd6be132a88160898035c2d1f
Giovanni Zappia,https://openalex.org/A2196537602,University of Urbino,Urbino,,Italy,43.722523,12.637772,https://openalex.org/A1941328156|https://openalex.org/A1935795892|https://openalex.org/A1255492750,aqueducts && water,3,Pozzolan|Geography|Chloride|Analcime|Archaeology|Chemistry|Geology|Quartz|Catalysis|Materials science|Masonry|Biochemistry|Zeolite|Cement|Ceramic|Composite material|Leucite|Plagioclase|Mortar|Scanning electron microscope|Metallurgy|Mineralogy|Augite|Portland cement,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2196537602"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,15,1970|1997,2,IT,8098cfae43c80572a7d9f587a1ce46dc14114889d0b953fcdc1bd988eeabefd0
Gisela Montero,https://openalex.org/A4357598943,Autonomous University of Baja California,Mexicali,,Mexico,32.663357,-115.468895,https://openalex.org/A4351385650|https://openalex.org/A4344749102|https://openalex.org/A4357278299|https://openalex.org/A2703681708|https://openalex.org/A4357325246|https://openalex.org/A4340942694|https://openalex.org/A4355092052|https://openalex.org/A4345369534,aqueducts && water,8,Agricultural engineering|Bioenergy|Environmental engineering|Waste management|Engineering|Agronomy|Power (physics)|Electrical engineering|Physics|Power station|Biology|Biomass (ecology)|Straw|Quantum mechanics|Electricity generation|Biofuel|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4357598943"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",2.4545454545454546,13,2020,1,MX,8e8c7bc0b561c7a86e2df7616a0925b48265b7132eefb5a7cb9dbbbb1f8d0fdd
Giuliano Dolcetti,https://openalex.org/A4347170902,University of Udine,Udine,,Italy,46.080833,13.211667,https://openalex.org/A4344694939|https://openalex.org/A4346377879|https://openalex.org/A90193941|https://openalex.org/A4341216646,aqueducts && water,4,Chemistry|Inorganic chemistry|Environmental engineering|Environmental chemistry|Organic chemistry|Haloacetic acids|Chlorine dioxide|Biology|Ecology|Water quality|Water treatment|Environmental science|Chlorine|Acetic acid,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4347170902"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,30,2005,1,IT,7859ba2aeb0d6eb8be8f694bf7158bc22b4fd095a1e7434462f6df8328a72d28
Giuseppe Roberto Tomasicchio,https://openalex.org/A4354757264,University of Salento,Lecce,,Italy,40.349148,18.167084,https://openalex.org/A4343670745|https://openalex.org/A2645305594,aqueducts && water,2,Land reclamation|Environmental engineering|Environmental protection|Engineering|Geography|Rubble|Civil engineering|Environmental science|Environmental planning|Archaeology|Demolition,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4354757264"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",4,10,2010,1,IT,67e826158cc0225f2b7ae9a239024faa379b365c06e51c5da7cfcac8a2dcf33a
Giuseppe Romagnoli,https://openalex.org/A2606183980,Tuscia University,Viterbo,,Italy,42.4275,12.0927,https://openalex.org/A2805807072|https://openalex.org/A4355876350|https://openalex.org/A4349792106,aqueducts && water,3,Architecture|Aristocracy (class)|Political science|Geography|History|Ancient history|Politics|Law|Middle Ages|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2606183980"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0.3333333333333333,2,2016,1,IT,3291f109e498f63a7318668606b2fa76938e8a22a4b57ef45416fd80abf6077b
Giuseppe Scardozzi,https://openalex.org/A2686564327,National Research Council,Rome,,Italy,41.901,12.5126,https://openalex.org/A2316303214,aqueducts && water,1,Urban planning|Telecommunications|Satellite|Geography|Computer science|Civil engineering|Computer network|Archaeology|Remote sensing|Geology|Ideology|Politics|Law|Aerospace engineering|Engineering|Political science|Resource (disambiguation)|Environmental planning|Global Positioning System,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2686564327"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0.5714285714285714,7,2013|2007,2,IT,26a7b10e8178443ce557511207befb11f84ad260726a0506e72285a30c6e9f3d
Giusy Lofrano,https://openalex.org/A4343758012,University of Naples Federico II,Naples,Campania,Italy,40.84722,14.256944,https://openalex.org/A4335599560|https://openalex.org/A4358914885,aqueducts && water,2,Wastewater|Environmental engineering|Water resource management|Sewage treatment|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4343758012"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",5.380952380952381,29,2012,1,IT,74037e6be13f7b313f32d7d19f2ff27837a2d6c6a060f6916590f9a5df45499c
Gloria Estela Gómez Tabares,https://openalex.org/A4341335307,University of Antioquia,Medellín,,Colombia,6.267417,-75.56839,https://openalex.org/A4355764928|https://openalex.org/A4356868099|https://openalex.org/A4357263192,aqueducts && water,3,Sociology|Economic growth|Medicine|Environmental health|Socioeconomics|Rural area|Gerontology|Population|Economics|Pathology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4341335307"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,2,2010,1,CO,6cb9441c51979b937a9177f6bb578f8dddc382f25999f4c8a2bcf783d67a4652
Gonzalo Becerra,https://openalex.org/A4345023061,Unknown,,,,,,https://openalex.org/A4358721920|https://openalex.org/A4347688723,aqueducts && water,2,Welfare economics|Environmental engineering|Geography|Computer science|State (computer science)|Mechanical engineering|Philosophy|Marketing|Sociology|Potable water|Work (physics)|Linguistics|Government (linguistics)|Business|Water supply|Engineering|Political science|Service (business)|Environmental planning|Economics|Algorithm,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4345023061"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2013,1,un,5e9dddfcbc39cfd05771a9785150e020b4d898a49c953b1e738f7afad773610d
Gordon Elser,https://openalex.org/A2663141768,Unknown,,,,,,https://openalex.org/A4356352146,aqueducts && water,1,Oceanography|Geology|Environmental engineering|Groundwater|Hydrology (agriculture)|Water resource management|Biology|Geotechnical engineering|Salinity|Environmental science|Orange (colour)|Horticulture,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2663141768"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,1980,1,un,79296f34b7bc5f19cd8634672045f269adc79142877b0ccb45aea981b4c87102
Gordon L. Laverty,https://openalex.org/A2127598143,Unknown,,,,,,https://openalex.org/A2016916798,aqueducts && water,1,Oceanography|Water consumption|Demography|Geology|Sociology|Engineering|Geography|Electrical engineering|Water resource management|Hydrology (agriculture)|Shore|Bay|Geotechnical engineering|Environmental science|Population|Archaeology|Filter (signal processing),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2127598143"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,2,2016,1,un,32e9fd07dfe34ab5dc3c348db5ae2f8fda48423757b6eb7d7705000b3d43ce54
Gourgen Davtian,https://openalex.org/A2042964794,Unknown,,,,,,,aqueducts && water,0,Art|Geography|Humanities,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2042964794"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,2,2016,1,un,
Graham A. Tobin,https://openalex.org/A4340487560,University of South Florida,Tampa,Florida,United States,28.054562,-82.413055,,aqueducts && water,0,Combinatorics|Nothing|Philosophy|Epistemology|Sieve (category theory)|Environmental science|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4340487560"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,22,2009,1,US,
Granados León,https://openalex.org/A2966395453,Unknown,,,,,,https://openalex.org/A2108633796,aqueducts && water,1,Welfare economics|Philosophy|Humanities|Political science|Geography|Economics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2966395453"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2018,1,un,3609f6a96e98a8a57f0689b7c01a96d4a8859d7aae066dff3ca08e5cddf4c74b
Greg Chavez,https://openalex.org/A2485174207,Unknown,,,,,,https://openalex.org/A2666403773|https://openalex.org/A4348950499|https://openalex.org/A2091685896|https://openalex.org/A2099265385|https://openalex.org/A4352015700|https://openalex.org/A4338978840|https://openalex.org/A2199185821|https://openalex.org/A4348147481|https://openalex.org/A4355983739|https://openalex.org/A4333862384|https://openalex.org/A2671319746,aqueducts && water,11,Geology|Crust|Sedimentary basin|Seismic hazard|Tectonics|Paleontology|Fault (geology)|Geological survey|Seismology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2485174207"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2011,1,un,c88be0d307d40e49758d56b5325ba144f707296aa47d403afbff4002c085aeb2
Gregory B. Baecher,https://openalex.org/A4343583294,"University of Maryland, College Park",College Park,Maryland,United States,38.983047,-76.941864,,aqueducts && water,0,Social science|Environmental engineering|Computer science|Biology|Water contamination|Philosophy|Sociology|Computer security|Linguistics|Environmental science|Critical infrastructure|Government (linguistics)|Law|Business|Terrorism|Water supply|Political science|Contamination|Ecology|Vulnerability (computing)|Agency (philosophy)|Environmental planning,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4343583294"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",3,20,2006,1,US,
Gregory J. Dehler,https://openalex.org/A4351153835,Front Range Community College,Westminster,Colorado,United States,39.90095,-105.03789,,aqueducts && water,0,Economic history|Environmental engineering|Water supply|Engineering|Political science|History|Computer science|Empire|Politics|Environmental history|Law|State (computer science)|Archaeology|Algorithm,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4351153835"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2016,1,US,
Grigore Friptuleac,https://openalex.org/A4336714916,Nicolae Testemițanu State University of Medicine and Pharmacy,Chisinau,,Moldova,46.995327,28.834072,https://openalex.org/A3117560015|https://openalex.org/A3115569894,aqueducts && water,2,Aqueduct|Environmental engineering|Water supply|Environmental protection|Toxicology|Geography|Water resource management|Sanitation|Environmental health|Biology|Ecology|Water quality|Pollution|Environmental science|Population|Archaeology|Medicine,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4336714916"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0.14285714285714285,1,2020,2,MD,cbb6a00a6cb2760c7f24033762ad32654c0e69bfd798a0d8efc8297f5a81c2c3
Guan Guang-hua,https://openalex.org/A2366839928,Wuhan University,Wuhan,,China,30.536316,114.36431,,aqueducts && water,0,Aqueduct|Stress field|Geography|Scale (ratio)|Structural engineering|Mathematical analysis|Physics|Archaeology|Thermal|Boundary (topology)|Philosophy|Geology|Base (topology)|Linguistics|Finite element method|Field (mathematics)|Stress (linguistics)|Pure mathematics|Mechanics|Boundary value problem|Engineering|Meteorology|Geotechnical engineering|Quantum mechanics|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2366839928"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2008,1,CN,
Guilhem Fabre,https://openalex.org/A4359752832,Université Paul-Valéry Montpellier,,,,43.633,3.87,https://openalex.org/A2139979213|https://openalex.org/A2630047295|https://openalex.org/A2499217821,aqueducts && water,3,Art|Antique|Channel (broadcasting)|Geology|Humanities|Karst|Aqueduct|Telecommunications|Engineering|Geography|Hydrology (agriculture)|Geotechnical engineering|Geomorphology|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4359752832"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,7,2000,1,un,ed925dcb105e3325a5e373ecfe91fd63b9d27ffcb0dfff243481df87ca201880
Guoxin Zhang,https://openalex.org/A4357662257,First Affiliated Hospital of Harbin Medical University,Harbin,,China,45.700478,126.620224,https://openalex.org/A4336099865|https://openalex.org/A4358086019|https://openalex.org/A4354731064|https://openalex.org/A4354615338,aqueducts && water,4,Corrosion|Materials science|Frost (temperature)|Aqueduct|Environmental engineering|Archaeology|Piping|Engineering|Durability|Structural engineering|Geotechnical engineering|Finite element method|History|Composite material,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4357662257"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",6.375,23,2019,1,CN,e640b8e32fa60e6ab4f0aa5fb2caf4efbcf9c016c0c4264276b9da670abda711
Gustave B. Schunke,https://openalex.org/A4331296656,Unknown,,,,,,,aqueducts && water,0,Philosophy|Relation (database)|Nothing|Environmental engineering|Programming language|Water supply|Engineering|Distribution (mathematics)|Economy|Computer science|Epistemology|Mathematical analysis|Scope (computer science)|Database|Business|Economics|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4331296656"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,1930,1,un,
