Name,OAID#link#multi,Affiliation#sortquan,City#sortquan,Region#sortquan,Country#sortquan,Latitude#hidden,Longitude#hidden,Collaborators#multi#link#sortquan,Scope#multi#sortquan,Keywords#multi#sortquan,OA concepts#multi#sortquan,Publications#hidden,Publication Dates#multi#sortquan,#img,#netvis,nerPerson#multi,nerPopulation Group#multi,nerFacility#multi,nerOrganization#multi,nerAdministrative Area#multi,nerLocation#multi,nerProduct#multi,nerEvent#multi,nerWork of Art#multi,nerLegal Document#multi,nerLanguage#multi,nerDate#multi
Abhijit Mukherjee,https://openalex.org/A4220258193,Indian Institute of Technology Kharagpur,Kharagpur,,India,22.319714,87.30997,https://openalex.org/A4220258196|https://openalex.org/A4220258198|https://openalex.org/A4220258197|https://openalex.org/A4220258194|https://openalex.org/A4220258192|https://openalex.org/A4220258199|https://openalex.org/A4220258195,aquifer|transboundary,,Artesian aquifer|Delta|Spatial distribution|Thermodynamics|Aquifer test|Groundwater|Aerospace engineering|Homogeneous|Geology|Geotechnical engineering|Groundwater recharge|Engineering|Hydrology (agriculture)|Remote sensing|Aquifer|Physics|River delta,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4220258193"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2022,US,c670a9a8df2f856050150dfa60678585759cc236cd280ae913cee540dbdf9fb1,,,,,,,,,,,,
Abhijit Mukherjee,https://openalex.org/A2516597822,Indian Institute of Technology Guwahati,Guwahati,Assam,India,26.187222,91.691666,https://openalex.org/A4209786004|https://openalex.org/A2641642961|https://openalex.org/A1852093431|https://openalex.org/A2021166858|https://openalex.org/A2723599134|https://openalex.org/A2015194310|https://openalex.org/A2164374516|https://openalex.org/A2042553676|https://openalex.org/A2600120998|https://openalex.org/A2153752568|https://openalex.org/A4208389728|https://openalex.org/A2559231800|https://openalex.org/A2917406797|https://openalex.org/A3217803780|https://openalex.org/A2806218634|https://openalex.org/A2936588074|https://openalex.org/A2162899017|https://openalex.org/A2132123031|https://openalex.org/A3102668311|https://openalex.org/A2153971836|https://openalex.org/A2146888960|https://openalex.org/A2789089258|https://openalex.org/A1838886343|https://openalex.org/A2479418342|https://openalex.org/A2191674144|https://openalex.org/A2091357303|https://openalex.org/A2641792633|https://openalex.org/A2621502830|https://openalex.org/A2550607805|https://openalex.org/A2153391992|https://openalex.org/A2887361108|https://openalex.org/A2772969714|https://openalex.org/A2254822231|https://openalex.org/A4226345613,aquifer|transboundary,,Chemistry|Dominance (genetics)|Machine learning|Artificial neural network|Geology|Environmental engineering|Indus|Biology|River delta|Regression|Oceanography|Aquifer properties|Physical geography|Meteorology|Groundwater flow|Groundwater recharge|Mathematical analysis|Alluvium|Distribution (mathematics)|Environmental science|Geomorphology|Computer science|Medicine|Arsenic|Mathematics|In situ|Population|Cartography|Climate change|Demography|Geography|Groundwater|Soil science|Arsenic contamination of groundwater|Geotechnical engineering|Precipitation|Surface water|Gene|Organic chemistry|Structural basin|Water resource management|Sociology|Hydrogeology|Delta|Drainage basin|Support vector machine|Aerospace engineering|Ecology|Engineering|Statistics|Hydrology (agriculture)|Aquifer|Irrigation|Biochemistry|Environmental health,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2516597822"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2016|2017|2019|2020|2021|2022,US,844aabf0dca0654b5404bc975b3d0a07ad28df019c00548f01748440a006d806,,,,,,,,,,,,
Abhijit Mukherjee,https://openalex.org/A4211637510,Indian Institute of Technology Kharagpur,Kharagpur,,India,22.319714,87.30997,https://openalex.org/A4211637509|https://openalex.org/A4211637511,aquifer|transboundary,,Delta|Groundwater|Aerospace engineering|Geology|Geotechnical engineering|Engineering|Hydrology (agriculture)|Geochemistry|Aquifer,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4211637510"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2022,US,07225020cb472d748e73c2c2ccb263833ddbde9198906b6d303e5ca55744822b,,,,,,,,,,,,
Abhiroop Chowdhury,https://openalex.org/A2527874904,O. P. Jindal Global University,SonÄ«pat,Haryana,India,28.927797,77.05657,https://openalex.org/A3013172536|https://openalex.org/A2134499037|https://openalex.org/A2305097569,aquifer|transboundary,,Oceanography|Ecosystem|Mangrove|Monsoon|Avicennia marina|Surface water|Ecology|Geology|Geotechnical engineering|Salinity|Hydrology (agriculture)|Environmental engineering|Biology|Environmental science|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2527874904"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,814680c3a1bf522d818dda561eecfc668b5903ad7cf086242409b376c6baba97,,,,,,,,,,,,
Abi Stone,https://openalex.org/A4222320486,Unknown,,,,,,https://openalex.org/A2117182069|https://openalex.org/A2427198476,aquifer|transboundary,,Water table|Groundwater|Geology|Geotechnical engineering|Groundwater recharge|Hydrology (agriculture)|Geochemistry|Aquifer|Vadose zone|Phreatic|Geomorphology|Structural basin,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4222320486"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2022,US,74c7346775b413ee22064472954c97bf470a103b331701ae70955c089624fab6,,,,,,,,,,,,
Adichat Surinkum,https://openalex.org/A2690358855,Unknown,,,,,,https://openalex.org/A2152267416|https://openalex.org/A3121153601|https://openalex.org/A2607715987|https://openalex.org/A3121437899|https://openalex.org/A2248187113|https://openalex.org/A2983795297,aquifer|transboundary,,Environmental resource management|Cartography|Drainage basin|Groundwater|Environmental planning|Water resource management|Ecology|Geology|Geotechnical engineering|Habitat|Water resources|Riparian zone|Aquifer|Biology|Environmental science|Sustainability|Geography|Interbasin transfer,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2690358855"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2017,US,e4d1b852152d59ef6ff1c260e33303c13f7ea3c2ab936b3504d045a1322f79a5,,,,,,,,,,,,
Adrien Sy,https://openalex.org/A3112221908,University of Chicago,Chicago,Illinois,United States,41.78885,-87.5987,https://openalex.org/A2120465744|https://openalex.org/A1983356232|https://openalex.org/A2105432211|https://openalex.org/A99556292|https://openalex.org/A2070604325|https://openalex.org/A2343161536|https://openalex.org/A1564611375|https://openalex.org/A2751595389|https://openalex.org/A2168380556|https://openalex.org/A2646473772|https://openalex.org/A2302998045|https://openalex.org/A2035613740,aquifer|transboundary,,Chemistry,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3112221908"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,694aef7900b7d76496f62f22a57e3af24373b18853741a5efee9c5b6a56a3121,,,,,Chicago,,,,,,,
Adway Mitra,https://openalex.org/A2191674144,Indian Institute of Technology Kharagpur,Kharagpur,,India,22.319714,87.30997,https://openalex.org/A2516597822|https://openalex.org/A2132123031|https://openalex.org/A2917406797|https://openalex.org/A1852093431|https://openalex.org/A2887361108|https://openalex.org/A2723599134,aquifer|transboundary,,River delta|Hydrogeology|Delta|Groundwater|Aerospace engineering|Geology|Geotechnical engineering|Engineering|Hydrology (agriculture)|Aquifer|Environmental science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2191674144"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2020,US,b0ee54166d8c847d4aa63a1ed4601df25cc556bc94276f2d1e0f6ff1a89d6c4a,,,,,,,,,,,,
Ahmed Abdelkhalek,https://openalex.org/A3185520913,Ministry of Water Resources and Irrigation,Giza,,Egypt,30.09178,31.225954,https://openalex.org/A2954130578,aquifer|transboundary,,Resource (disambiguation)|Sustainable management|Riparian zone|Biology|Sustainability|Business|Environmental planning|Sustainable development|Environmental science|Computer science|Groundwater|Habitat|Geotechnical engineering|Computer network|Water resources|Water resource management|Environmental resource management|Law|Ecology|Engineering|Aquifer|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3185520913"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,1c036d6fe9b10558af0ba7c2db6ec287bb3476c474675bbe0e08f210cd8b90c3,,,,,,,,,,,,
Ahmed Mohamed,https://openalex.org/A2502516425,King Saud University,Riyadh,,Saudi Arabia,24.723982,46.64584,https://openalex.org/A2113226393,aquifer|transboundary,,Water table|Groundwater|Meteorology|Geology|Geotechnical engineering|Groundwater recharge|Precipitation|Hydrology (agriculture)|Aquifer|Vadose zone|Environmental science|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2502516425"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,8acbe5e97d3987adbb8c93d82703e7a563d5aae0d6a2a7c3a0b992e79f357d26,,,Riyadh 46.64584,,,,,,,,,
Aissa Agoun,https://openalex.org/A1945212432,Unknown,,,,,,https://openalex.org/A2776063557|https://openalex.org/A2163762616|https://openalex.org/A2105432211|https://openalex.org/A2343161536|https://openalex.org/A2760835325|https://openalex.org/A1941952039|https://openalex.org/A2168380556|https://openalex.org/A2062340504|https://openalex.org/A2302998045|https://openalex.org/A2278810222,aquifer|transboundary,,Xenon|Paleontology|KâAr dating|Aquifer|Groundwater|Geology|Geotechnical engineering|Geochemistry|Atomic physics|Physics|Krypton,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A1945212432"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2020,US,3bbf2dc201dff0ffc56fdbf0bd1e3903b6fe4e50d167bbc2b1373e859dbb133a,,,,,,,,,,,,
Aissa Agoun,https://openalex.org/A2742038258,Unknown,,,,,,,aquifer|transboundary,,Paleontology|Hydrogeology|Aquifer|Groundwater|Geothermal gradient|Geology|Outcrop|Geotechnical engineering|Hydrology (agriculture)|Geochemistry|Sedimentary rock|Geomorphology|Structural basin,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2742038258"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2010,US,,,,,,,,,,,,,
Aivars SpalviÅÅ¡,https://openalex.org/A2588547417,Riga Technical College,Riga,,Latvia,56.963486,24.163214,,aquifer|transboundary,,Mining engineering|Hydrogeology|Groundwater resources|Groundwater|Geology|Geotechnical engineering|Environmental science|Hydrology (agriculture)|Linguistics|Latvian|Aquifer|Philosophy|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2588547417"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2016,US,,,,,,Riga,,,,,,,
Ajaya Dixit,https://openalex.org/A2162899017,Kathmandu,,,,-43.53499,172.64236,https://openalex.org/A2641642961|https://openalex.org/A1852093431|https://openalex.org/A2021166858|https://openalex.org/A2015194310|https://openalex.org/A2164374516|https://openalex.org/A2042553676|https://openalex.org/A2600120998|https://openalex.org/A2559231800|https://openalex.org/A3217803780|https://openalex.org/A2936588074|https://openalex.org/A2132123031|https://openalex.org/A3102668311|https://openalex.org/A2153971836|https://openalex.org/A1838886343|https://openalex.org/A2516597822|https://openalex.org/A2091357303|https://openalex.org/A2621502830|https://openalex.org/A2550607805|https://openalex.org/A2153391992|https://openalex.org/A2772969714,aquifer|transboundary,,Structural basin|In situ|Hydrogeology|Indus|Aquifer properties|Groundwater|Meteorology|Geology|Geotechnical engineering|Groundwater recharge|Hydrology (agriculture)|Aquifer|Alluvium|Environmental science|Geomorphology|Geography|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2162899017"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2016|2017,US,a98d7ad06ac720b9ad8b25c7befbe9a40b5530aa02e5864c52bbd22d605fd866,,,,,,,,,,,,
Akmal Karimov,https://openalex.org/A2240486607,Tashkent Institute of Irrigation and Agricultural Mechanization Engineers,Tashkent,,Uzbekistan,41.323463,69.29527,https://openalex.org/A2058586607|https://openalex.org/A3168607824|https://openalex.org/A2039019344|https://openalex.org/A2092652564|https://openalex.org/A3170669128|https://openalex.org/A2070951284|https://openalex.org/A2536522874,aquifer|transboundary,,Floodplain|Geology|Depression-focused recharge|Environmental engineering|Water quality|Biology|Electrical engineering|Oceanography|Groundwater discharge|Groundwater flow|Groundwater recharge|Salinity|Environmental science|Computer science|Cartography|Upstream (networking)|Water table|Groundwater|Geotechnical engineering|Tributary|Surface water|Computer network|Water resource management|Hydropower|Groundwater model|Ecology|Engineering|Hydrology (agriculture)|Greenhouse gas|Aquifer|Irrigation|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2240486607"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2010|2021,US,4b74d98520203e71bdd195eb599044cc807d239ddccd7bcf8f9805599fdf0954,,,,,,,,,,,,
Alae-Eddine Barkaoui,https://openalex.org/A2311953501,Mohamed I University,Oujda,,Morocco,34.651375,-1.898762,https://openalex.org/A2066717741|https://openalex.org/A295100986|https://openalex.org/A2049943914|https://openalex.org/A2460650708|https://openalex.org/A323730767,aquifer|transboundary,,Geology|Index (typography)|Oceanography|Urbanization|Thematic map|Vulnerability index|Remote sensing|Environmental science|Computer security|Computer science|Paleontology|Cartography|Climate change|Groundwater|Geotechnical engineering|Geographic information system|Water resource management|Arid|World Wide Web|Economics|Vulnerability (computing)|Hydrology (agriculture)|Aquifer|Economic growth|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2311953501"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2010,US,8bc76ce3ecc36133f0d003fe08d1682c34603cf88cb4dd8f3c341f213eac7446,,,,Oujda,,,,,,,,
Alaeddin B. Tahboub,https://openalex.org/A1990034434,Al-Balqa` Applied University,Salt,,Jordan,32.024075,35.716793,https://openalex.org/A2952377771|https://openalex.org/A2408198961|https://openalex.org/A2234278942|https://openalex.org/A2639221288,aquifer|transboundary,,Paleontology|Organic chemistry|Chemistry|Aquifer|Groundwater|Pollution|Ecology|Geology|Geotechnical engineering|Environmental science|Hydrology (agriculture)|Potassium|Biology|Irrigation|Structural basin,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A1990034434"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2014,US,8bb290dac66ca5177054de2d192d4769b6c15f73d4be650c4d16453b1b8b3d9f,,,,,,,,,,,,
Alain Dassargues,https://openalex.org/A2343536417,University of LiÃ¨ge,LiÃ¨ge,,Belgium,50.58329,5.559053,https://openalex.org/A2616532052|https://openalex.org/A2511276550|https://openalex.org/A2475665357|https://openalex.org/A2792686333|https://openalex.org/A2523122002|https://openalex.org/A2633303658|https://openalex.org/A2033694768|https://openalex.org/A2980585381|https://openalex.org/A2007129872|https://openalex.org/A2522137659|https://openalex.org/A2149895024|https://openalex.org/A2148550420|https://openalex.org/A2522795365|https://openalex.org/A2106400342,aquifer|transboundary,,Hydrogeology|Alluvial fan|Groundwater|Geology|Geotechnical engineering|Hydrology (agriculture)|Aquifer|Alluvium|Environmental science|Geomorphology|Structural basin|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2343536417"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2008|2003,US,88a88837a7aee04d933bb9d7c45f3074f30b26ca42c6ce214ac7101da54b4a6c,Liã¨Ge 5.559053,,,,,,,,,,,
Alain Rorive,https://openalex.org/A1920982421,University of Mons,Mons,,Belgium,50.451855,3.953206,https://openalex.org/A2764761818|https://openalex.org/A3026752127|https://openalex.org/A1968190771|https://openalex.org/A3028307307|https://openalex.org/A3069670802|https://openalex.org/A264822154,aquifer|transboundary,,Groundwater|Environmental planning|Carboniferous|Ecology|Geology|Geotechnical engineering|Hydrology (agriculture)|Water resources|Aquifer|Biology|Environmental science|Geomorphology|Structural basin|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A1920982421"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2016,US,2d88642f08de95f59d4eedc47969e2c90eb6224677af58c61df11dc84112ea2e,Mons 3.953206,,,,,,,,,,,
